1; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; 125
27; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; 95
28; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; 95
29; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyRed, 1]; 190
30; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; 140

1; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; 155
2; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyBlue, 1]; 70
3; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; 90
4; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; 30
5; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyRed, 1]; 130
6; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; 125
7; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; 70
8; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; 145
9; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; 145
10; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; 140
11; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; 55
12; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; 185
13; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; 130
14; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; 170
15; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; 225
16; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; 60
17; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; 210
18; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; 85
19; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; 85
20; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; 140
21; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; 160
22; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; 90
23; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; 130
24; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; 35
25; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; 130
26; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; 60
27; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; 20
28; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; 45
29; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; 145
30; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; 100

1; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; 110
2; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; 140
3; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; 165
4; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; 90
5; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; 25
6; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; 55
7; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; 20
8; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; 100
9; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; 205
10; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; 65
11; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; 145
12; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; 40
13; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; 150
14; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; 50
15; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; 155
16; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; 200
17; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; 165
18; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; 100
19; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; 120
20; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; 100
21; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; 75
22; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; 85
23; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; 140
24; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; 170
25; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; 50
26; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyGreen, 1]; 105
27; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; 45
28; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; 140
29; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; 95
30; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; 125

1; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; 200
2; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; 15
3; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; 90
4; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; 105
5; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; 140
6; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyBlue, 1]; 150
7; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; 60
8; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; 165
9; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; 110
10; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; 110
11; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; 140
12; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; 140
13; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyBlue, 0]; 100
14; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; 45
15; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; 70
16; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyPurple, 0]; 160
17; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; 25
18; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; 300
19; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; 90
20; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; 130
21; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; 65
22; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; 195
